genre,title,year,rating
Action,"Red Cliff (Chi bi)",2008,4.0
Action,"Splinter",2008,4.0
Action,"Battle in Seattle",2007,4.0
Action,"Crows Zero (Kurôzu zero)",2007,4.0
Action,"Hot Fuzz",2007,4.0
Action,"Superman/Doomsday",2007,4.0
Action,"Sword of the Stranger (Sutorejia: Mukô hadan)",2007,4.0
Action,"The Amazing Screw-On Head",2006,4.0
Action,"Undisputed II: Last Man Standing",2006,4.0
Action,"'Hellboy': The Seeds of Creation",2004,4.0
Action,"Agent Cody Banks 2: Destination London",2004,4.0
Action,"Helen of Troy",2003,4.0
Action,"Ong-Bak: The Thai Warrior (Ong Bak)",2003,4.0
Action,"Dark Portals: The Chronicles of Vidocq  (Vidocq)",2001,4.0
Action,"To End All Wars",2001,4.0
Action,"In China They Eat Dogs (I Kina spiser de hunde)",1999,4.0
Action,"3 Ninjas: High Noon On Mega Mountain",1998,4.0
Action,"Run Lola Run (Lola rennt)",1998,4.0
Action,"Thursday",1998,4.0
Action,"Best Men",1997,4.0
Action,"Double Team",1997,4.0
Action,"Masterminds",1997,4.0
Action,"Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei)",1997,4.0
Action,"Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da)",1994,4.0
Action,"Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai)",1994,4.0
Action,"Love and a .45",1994,4.0
Action,"Blood In, Blood Out",1993,4.0
Action,"Dragon Ball Z Gaiden: The Plot to Destroy the Saiyans",1993,4.0
Action,"Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu)",1993,4.0
Action,"Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen)",1993,4.0
Action,"Real McCoy, The",1993,4.0
Action,"Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi)",1992,4.0
Action,"Hard-Boiled (Lat sau san taam)",1992,4.0
Action,"Juice",1992,4.0
Action,"Live Wire",1992,4.0
Action,"Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô)",1991,4.0
Action,"Bullet in the Head",1990,4.0
Action,"Delta Force 2 (Delta Force 2: The Colombian Connection)",1990,4.0
Action,"Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu)",1990,4.0
Action,"Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi)",1990,4.0
Action,"Blood of Heroes, The (Salute of the Jugger, The)",1989,4.0
Action,"Disorganized Crime",1989,4.0
Action,"Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese)",1989,4.0
Action,"Henry V",1989,4.0
Action,"Killer, The (Die xue shuang xiong)",1989,4.0
Action,"Assassination",1987,4.0
Action,"Project A ('A' gai waak)",1983,4.0
Action,"Eye for an Eye, An",1981,4.0
Action,"Masked Avengers",1981,4.0
Action,"Battle Creek Brawl (Big Brawl, The)",1980,4.0
Action,"Running Scared",1980,4.0
Action,"The Magnificent Ruffians",1979,4.0
Action,"Invincible Shaolin",1978,4.0
Action,"Scorpio",1973,4.0
Action,"The Golden Voyage of Sinbad",1973,4.0
Action,"Three Musketeers, The",1973,4.0
Action,"Getaway, The",1972,4.0
Action,"Shaft",1971,4.0
Action,"White Sun of the Desert, The (Beloe solntse pustyni)",1970,4.0
Action,"Bridge at Remagen, The",1969,4.0
Action,"Where Eagles Dare",1968,4.0
Action,"In Like Flint",1967,4.0
Action,"10th Victim, The (La decima vittima)",1965,4.0
Action,"Flight of the Phoenix, The",1965,4.0
Action,"Zatoichi and the Chest of Gold (Zatôichi senryô-kubi) (Zatôichi 6)",1964,4.0
Action,"Zulu",1964,4.0
Action,"Youth of the Beast (Yaju no seishun)",1963,4.0
Action,"Longest Day, The",1962,4.0
Action,"3:10 to Yuma",1957,4.0
Action,"Throne of Blood (Kumonosu jô)",1957,4.0
Action,"Dam Busters, The",1955,4.0
Action,"Red River",1948,4.0
Action,"Adventures of Robin Hood, The",1938,4.0
Action,"Alexander Nevsky (Aleksandr Nevskiy)",1938,4.0
Action,"Captain Blood",1935,4.0
Action,"Safety Last!",1923,4.0
Action,"Dark Knight Rises, The",2012,4.0
Action,"Harry Potter and the Deathly Hallows: Part 1",2010,4.0
Action,"Watchmen",2009,4.0
Action,"Kingsman: The Secret Service",2015,4.0
Action,"Edge of Tomorrow",2014,4.0
Action,"Dawn of the Dead",1978,4.0
Action,"28 Days Later",2002,4.0
Action,"Terminator 2: Judgment Day",1991,4.0
Action,"Dirty Dozen, The",1967,4.0
Action,"White Squall",1996,4.0
Action,"Aliens",1986,4.0
Action,"Kill Bill: Vol. 1",2003,4.0
Action,"Blind Swordsman: Zatoichi, The (Zatôichi)",2003,4.0
Action,"Princess Mononoke (Mononoke-hime)",1997,4.0
Action,"Ip Man",2008,4.0
Action,"Empire of the Sun",1987,4.0
Action,"Heat",1995,3.9
Action,"Children of Men",2006,3.9
Action,"Casino Royale",2006,3.9
Action,"Django Unchained",2012,3.9
Action,"Butch Cassidy and the Sundance Kid",1969,3.9
Action,"Ben-Hur",1959,3.9
Action,"Serenity",2005,3.9
Action,"Untouchables, The",1987,3.9
Action,"Gladiator",2000,3.9
Action,"Warriors, The",1979,3.9
Action,"Fistful of Dollars, A (Per un pugno di dollari)",1964,3.9
Action,"Battle Royale (Batoru rowaiaru)",2000,3.9
Action,"Thing, The",1982,3.9
Action,"Scarface",1983,3.9
Action,"The Raid 2: Berandal",2014,3.9
Action,"Batman: The Dark Knight Returns, Part 1",2012,3.9
Action,"Tora! Tora! Tora!",1970,3.9
Action,"Guardians of the Galaxy 2",2017,3.9
Action,"Rogue One: A Star Wars Story",2016,3.9
Action,"Hero (Ying xiong)",2002,3.9
Action,"Jackass 3D",2010,3.9
Action,"Manhunter",1986,3.9
Action,"Harry Potter and the Deathly Hallows: Part 2",2011,3.9
Action,"Dawn of the Dead",2004,3.9
Action,"Last Samurai, The",2003,3.9
Action,"Into the Wild",2007,3.9
Action,"Solo: A Star Wars Story",2018,3.9
Action,"Predestination",2014,3.9
Action,"Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira)",2001,3.9
Action,"Terminator, The",1984,3.9
Action,"Zootopia",2016,3.9
Action,"V for Vendetta",2006,3.9
Action,"Star Trek: First Contact",1996,3.9
Action,"Zombieland",2009,3.9
Action,"Deadpool 2",2018,3.9
Action,"Batman: The Dark Knight Returns, Part 2",2013,3.9
Action,"Equilibrium",2002,3.9
Action,"Taxi 2",2000,3.9
Action,"Bullitt",1968,3.9
Action,"Hunt for Red October, The",1990,3.9
Action,"French Connection, The",1971,3.9
Action,"The Lego Movie",2014,3.9
Action,"Avengers, The",2012,3.9
Action,"Professional, The (Le professionnel)",1981,3.9
Action,"Kill Bill: Vol. 2",2004,3.9
Action,"21 Jump Street",2012,3.9
Action,"Star Trek",2009,3.9
Action,"eXistenZ",1999,3.9
Action,"Batman Begins",2005,3.9
Action,"Die Hard",1988,3.9
Action,"Shooter",2007,3.9
Action,"Sin City",2005,3.9
Action,"Big Trouble in Little China",1986,3.9
Action,"Star Wars: Episode VII - The Force Awakens",2015,3.9
Action,"Big Hero 6",2014,3.9
Action,"Sherlock Holmes",2009,3.9
Action,"Sherlock: The Abominable Bride",2016,3.9
Action,"Italian Job, The",1969,3.9
Action,"John Wick",2014,3.8
Action,"Goldfinger",1964,3.8
Action,"Crouching Tiger, Hidden Dragon (Wo hu cang long)",2000,3.8
Action,"Incredibles, The",2004,3.8
Action,"Deadpool",2016,3.8
Action,"X-Men: Days of Future Past",2014,3.8
Action,"Get the Gringo",2012,3.8
Action,"Tangled Ever After",2012,3.8
Action,"Bronson",2009,3.8
Action,"Forbidden Kingdom, The",2008,3.8
Action,"Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo)",2007,3.8
Action,"Appleseed (Appurushîdo)",2004,3.8
Action,"Last of the Mohicans, The",1992,3.8
Action,"Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha)",1992,3.8
Action,"Darkman",1990,3.8
Action,"Fist of Fury (Chinese Connection, The) (Jing wu men)",1972,3.8
Action,"You Only Live Twice",1967,3.8
Action,"The Count of Monte Cristo",2002,3.8
Action,"Iron Man",2008,3.8
Action,"Shaolin Soccer (Siu lam juk kau)",2001,3.8
Action,"Brotherhood of the Wolf (Pacte des loups, Le)",2001,3.8
Action,"Mad Max: Fury Road",2015,3.8
Action,"Rush",2013,3.8
Action,"Bourne Identity, The",2002,3.8
Action,"Tombstone",1993,3.8
Action,"Kingdom, The",2007,3.8
Action,"Skyfall",2012,3.8
Action,"Black Hawk Down",2001,3.8
Action,"Munich",2005,3.8
Action,"Blues Brothers, The",1980,3.8
Action,"Hellboy II: The Golden Army",2008,3.8
Action,"Spider-Man 2",2004,3.8
Action,"Planet of the Apes",1968,3.8
Action,"American Sniper",2014,3.8
Action,"Underworld: Awakening",2012,3.8
Action,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom)",2008,3.8
Action,"Battlestar Galactica: Razor",2007,3.8
Action,"District 13 (Banlieue 13)",2004,3.8
Action,"Diva",1981,3.8
Action,"Planet Terror",2007,3.8
Action,"X-Men: First Class",2011,3.8
Action,"Bourne Supremacy, The",2004,3.8
Action,"Bridge Too Far, A",1977,3.8
Action,"THX 1138",1971,3.8
Action,"Pirates of the Caribbean: The Curse of the Black Pearl",2003,3.8
Action,"Kiss of the Dragon",2001,3.8
Action,"Ghostbusters (a.k.a. Ghost Busters)",1984,3.8
Action,"Dirty Harry",1971,3.8
Action,"Body of Lies",2008,3.8
Action,"Fury",2014,3.8
Action,"RocknRolla",2008,3.8
Action,"Ninja Scroll (Jûbei ninpûchô)",1995,3.8
Action,"Guns of Navarone, The",1961,3.8
Action,"How to Train Your Dragon 2",2014,3.8
Action,"Star Trek II: The Wrath of Khan",1982,3.8
Action,"Blood Diamond",2006,3.8
Action,"Sherlock Holmes: A Game of Shadows",2011,3.8
Action,"Collateral",2004,3.8
Action,"Mission: Impossible - Fallout",2018,3.8
Action,"Ghost in the Shell",2017,3.8
Action,"Okja",2017,3.8
Action,"Hardcore Henry",2015,3.8
Action,"Scouts Guide to the Zombie Apocalypse",2015,3.8
Action,"Need for Speed",2014,3.8
Action,"Act of Valor",2012,3.8
Action,"Iron Sky",2012,3.8
Action,"Resident Evil: Retribution",2012,3.8
Action,"Drive Angry",2011,3.8
Action,"Rubber",2010,3.8
Action,"District 13: Ultimatum (Banlieue 13 - Ultimatum)",2009,3.8
Action,"Ghost in the Shell 2.0",2008,3.8
Action,"Librarian, The: The Curse of the Judas Chalice",2008,3.8
Action,"Librarian: Quest for the Spear, The",2004,3.8
Action,"Brother",2000,3.8
Action,"Versus",2000,3.8
Action,"Jurassic Park",1993,3.8
Action,"Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin)",1992,3.8
Action,"Rapid Fire",1992,3.8
Action,"Police Story 2 (Ging chaat goo si juk jaap)",1988,3.8
Action,"Project A 2 ('A' gai wak juk jap)",1987,3.8
Action,"Heartbreak Ridge",1986,3.8
Action,"Wheels on Meals (Kuai can che)",1984,3.8
Action,"Big Boss, The (Fists of Fury) (Tang shan da xiong)",1971,3.8
Action,"Tokyo Drifter (Tôkyô nagaremono)",1966,3.8
Action,"Von Ryan's Express",1965,3.8
Action,"From Russia with Love",1963,3.8
Action,"20,000 Leagues Under the Sea",1916,3.8
Action,"Fifth Element, The",1997,3.7
Action,"Akira",1988,3.7
Action,"Captain America: The Winter Soldier",2014,3.7
Action,"Highlander",1986,3.7
Action,"Black Panther",2017,3.7
Action,"X2: X-Men United",2003,3.7
Action,"Ant-Man",2015,3.7
Action,"They Live",1988,3.7
Action,"The Lego Batman Movie",2017,3.7
Action,"Kung Fury",2015,3.7
Action,"Dredd",2012,3.7
Action,"Devil's Rejects, The",2005,3.7
Action,"Lord of War",2005,3.7
Action,"Dr. No",1962,3.7
Action,"Three Kings",1999,3.7
Action,"Doctor Strange",2016,3.7
Action,"Scott Pilgrim vs. the World",2010,3.7
Action,"Animatrix, The",2003,3.7
Action,"Magnum Force",1973,3.7
Action,"Faster Pussycat! Kill! Kill!",1965,3.7
Action,"X-Men",2000,3.7
Action,"Bourne Ultimatum, The",2007,3.7
Action,"Live and Let Die",1973,3.7
Action,"In the Line of Fire",1993,3.7
Action,"Madagascar: Escape 2 Africa",2008,3.7
Action,"Spy",2015,3.7
Action,"Boys from Brazil, The",1978,3.7
Action,"Star Trek Into Darkness",2013,3.7
Action,"22 Jump Street",2014,3.7
Action,"300",2007,3.7
Action,"Pineapple Express",2008,3.7
Action,"Jarhead",2005,3.7
Action,"Lethal Weapon",1987,3.7
Action,"Ant-Man and the Wasp",2018,3.7
Action,"Jumanji: Welcome to the Jungle",2017,3.7
Action,"Batman: Year One",2011,3.7
Action,"Batman: Under the Red Hood",2010,3.7
Action,"Ice Harvest, The",2005,3.7
Action,"Ladder 49",2004,3.7
Action,"Powerpuff Girls, The",2002,3.7
Action,"Menace II Society",1993,3.7
Action,"Once a Thief (Zong heng si hai)",1991,3.7
Action,"52 Pick-Up",1986,3.7
Action,"Silver Streak",1976,3.7
Action,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix)",1976,3.7
Action,"Death Race 2000",1975,3.7
Action,"Omega Man, The",1971,3.7
Action,"Mission: Impossible - Ghost Protocol",2011,3.7
Action,"Treasure of the Sierra Madre, The",1948,3.7
Action,"Total Recall",1990,3.7
Action,"Kick-Ass",2010,3.7
Action,"Mission: Impossible - Rogue Nation",2015,3.6
Action,"Thomas Crown Affair, The",1999,3.6
Action,"Underworld: Rise of the Lycans",2009,3.6
Action,"Looper",2012,3.6
Action,"Rock, The",1996,3.6
Action,"King Kong",1933,3.6
Action,"Indiana Jones and the Temple of Doom",1984,3.6
Action,"Minority Report",2002,3.6
Action,"Now You See Me 2",2016,3.6
Action,"Midnight Run",1988,3.6
Action,"The Hunger Games: Catching Fire",2013,3.6
Action,"Man on Fire",2004,3.6
Action,"Central Intelligence",2016,3.6
Action,"All Is Lost",2013,3.6
Action,"Hitcher, The",1986,3.6
Action,"Time Machine, The",1960,3.6
Action,"Taken",2008,3.6
Action,"Italian Job, The",2003,3.6
Action,"Rango",2011,3.6
Action,"Bank Job, The",2008,3.6
Action,"Captain America: Civil War",2016,3.6
Action,"Clash of the Titans",1981,3.6
Action,"Crow, The",1994,3.6
Action,"Pacific Rim",2013,3.6
Action,"Superman",1978,3.6
Action,"Clear and Present Danger",1994,3.6
Action,"Avatar",2009,3.6
Action,"Source Code",2011,3.6
Action,"Headhunters (Hodejegerne)",2011,3.6
Action,"Megamind",2010,3.6
Action,"Six-String Samurai",1998,3.6
Action,"Assault on Precinct 13",1976,3.6
Action,"48 Hrs.",1982,3.6
Action,"Mission: Impossible III",2006,3.6
Action,"The Magnificent Seven",2016,3.6
Action,"After the Sunset",2004,3.6
Action,"Man with the Golden Gun, The",1974,3.6
Action,"Titanic",1953,3.6
Action,"Predator",1987,3.6
Action,"Kung Fu Hustle (Gong fu)",2004,3.6
Action,"Gravity",2013,3.6
Action,"Spartacus",1960,3.6
Action,"First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo)",1996,3.6
Action,"Four Brothers",2005,3.6
Action,"Last Starfighter, The",1984,3.6
Action,"Inglorious Bastards (Quel maledetto treno blindato)",1978,3.6
Action,"Goonies, The",1985,3.6
Action,"Iron Man 3",2013,3.6
Action,"Friday Night Lights",2004,3.6
Action,"Great Mouse Detective, The",1986,3.6
Action,"Running Scared",1986,3.6
Action,"Desperado",1995,3.6
Action,"Die Hard: With a Vengeance",1995,3.6
Action,"Mariachi, El",1992,3.6
Action,"Final Fantasy VII: Advent Children",2004,3.5
Action,"Score, The",2001,3.5
Action,"First Blood (Rambo: First Blood)",1982,3.5
Action,"For Your Eyes Only",1981,3.5
Action,"Captain America: The First Avenger",2011,3.5
Action,"Meet the Robinsons",2007,3.5
Action,"Rob Roy",1995,3.5
Action,"Heavy Metal",1981,3.5
Action,"Rumble in the Bronx (Hont faan kui)",1995,3.5
Action,"Spider-Man",2002,3.5
Action,"Mission: Impossible",1996,3.5
Action,"Austin Powers: International Man of Mystery",1997,3.5
Action,"Falling Down",1993,3.5
Action,"Speed",1994,3.5
Action,"Ronin",1998,3.5
Action,"House of Flying Daggers (Shi mian mai fu)",2004,3.5
Action,"Transporter, The",2002,3.5
Action,"Avengers: Age of Ultron",2015,3.5
Action,"Patriot Games",1992,3.5
Action,"Thor",2011,3.5
Action,"Iron Man 2",2010,3.5
Action,"From Dusk Till Dawn",1996,3.5
Action,"Pirates of the Caribbean: Dead Man's Chest",2006,3.5
Action,"Bungo Stray Dogs: Dead Apple",2018,3.5
Action,"Maze Runner: The Death Cure",2018,3.5
Action,"Captain Underpants: The First Epic Movie",2017,3.5
Action,"Free Fire",2017,3.5
Action,"Shot Caller",2017,3.5
Action,"The Mummy",2017,3.5
Action,"Kingsglaive: Final Fantasy XV",2016,3.5
Action,"Marauders",2016,3.5
Action,"Mr. Right",2016,3.5
Action,"Train to Busan",2016,3.5
Action,"In the Heart of the Sea",2015,3.5
Action,"Turbo Kid",2015,3.5
Action,"Wyrmwood",2015,3.5
Action,"Bad Asses (Bad Ass 2)",2014,3.5
Action,"Dracula Untold",2014,3.5
Action,"The Expendables 3",2014,3.5
Action,"Family, The",2013,3.5
Action,"Gintama: The Final Chapter - Be Forever Yorozuya",2013,3.5
Action,"Snitch",2013,3.5
Action,"Expendables 2, The",2012,3.5
Action,"Safe",2012,3.5
Action,"Abduction",2011,3.5
Action,"Adventures of Tintin, The",2011,3.5
Action,"Attack the Block",2011,3.5
Action,"Bellflower",2011,3.5
Action,"Mars Needs Moms",2011,3.5
Action,"Soul Surfer",2011,3.5
Action,"Tower Heist",2011,3.5
Action,"Death Race 2",2010,3.5
Action,"Gintama: The Movie",2010,3.5
Action,"Green Zone",2010,3.5
Action,"Little Big Soldier (Da bing xiao jiang)",2010,3.5
Action,"Red",2010,3.5
Action,"Repo Men",2010,3.5
Action,"Warrior's Way, The",2010,3.5
Action,"Black Dynamite",2009,3.5
